#X,Y,E,Xfit,Yfit
7.0
3.5,2.1567986555046454,0.5,1.4028056112224447,7.946267354551338
3.6,1.8709144303988512,0.5,1.442885771543086,7.876520459977254
3.7,1.8900186877856737,0.5,1.4829659318637274,7.804200934230384
3.8000000000000003,1.85668351229796,0.5,1.5230460921843687,7.729368982318004
3.9000000000000004,1.5818540626990627,0.5,1.56312625250501,7.6520851976680815
4.0,1.2384190113554374,0.5,1.6032064128256511,7.572410531806298
4.1000000000000005,0.3131162521928942,0.5,1.6432865731462925,7.4904062642252525
4.2,0.21469697616972555,0.5,1.6833667334669338,7.406133972456568
4.3,-1.026792473128021,0.5,1.723446893787575,7.3196555023563565
4.4,-0.29083636496952936,0.5,1.7635270541082164,7.231032938614315
4.5,-0.09435562161771582,0.5,1.8036072144288577,7.1403285754965475
4.6000000000000005,-1.6174329107616843,0.5,1.8436873747494988,7.0476048878319055
4.7,-0.6265898971933972,0.5,1.8837675350701402,6.952924502251515
4.800000000000001,-1.8699520931251001,0.5,1.9238476953907815,6.856350168690886
4.9,-1.4953557610312613,0.5,1.9639278557114228,6.75794473216379
5.0,-1.2369167331464834,0.5,2.004008016032064,6.657771104816903
5.1000000000000005,-2.851506290016239,0.5,2.0440881763527052,6.5558922382739135
5.2,-2.852742791900658,0.5,2.0841683366733466,6.452371096277683
5.300000000000001,-2.5361274335427204,0.5,2.124248496993988,6.347270627638697
5.4,-2.742297151717862,0.5,2.164328657314629,6.240653739497939
5.5,-2.827993254141523,0.5,2.2044088176352705,6.132583270911985
5.6000000000000005,-3.6502243992559666,0.5,2.244488977955912,6.023121966767981
5.7,-3.397224024268147,0.5,2.284569138276553,5.912332452035874
5.800000000000001,-3.6289474301490507,0.5,2.3246492985971945,5.800277206365069
5.9,-3.211171274858729,0.5,2.3647294589178354,5.687018539032467
6.0,-3.0968619497642456,0.5,2.4048096192384767,5.572618564248518
6.1000000000000005,-2.848358968382227,0.5,2.444889779559118,5.457139176827904
6.2,-3.563347893923523,0.5,2.4849699398797593,5.340642028230952
6.300000000000001,-3.9970379208443125,0.5,2.5250501002004007,5.223188502981905
6.4,-3.5218347894634414,0.5,2.565130260521042,5.104839695469768
6.5,-4.114985037290553,0.5,2.6052104208416833,4.985656387137345
6.6000000000000005,-3.604712759082715,0.5,2.6452905811623246,4.865699024063755
6.7,-3.460231250878182,0.5,2.685370741482966,4.745027694945567
6.800000000000001,-3.7581464636876944,0.5,2.7254509018036073,4.623702109481379
6.9,-3.5214455865297,0.5,2.7655310621242486,4.501781577164538
7.0,-3.260009699869107,0.5,2.8056112224448895,4.3793249864883785
7.1000000000000005,-4.55193329397741,0.5,2.845691382765531,4.2563907845682065
7.2,-4.511463641295167,0.5,2.885771543086172,4.133036957183955
7.300000000000001,-4.235192000890599,0.5,2.9258517034068134,4.00932100924729
7.4,-3.3649879313809175,0.5,2.9659318637274548,3.885299945696647
7.5,-3.6292281364166685,0.5,3.006012024048096,3.761030252823536
7.6000000000000005,-3.0578152394244733,0.5,3.0460921843687374,3.636567880033133
7.7,-4.000504279726409,0.5,3.0861723446893787,3.511968222042064
7.800000000000001,-3.33215941872515,0.5,3.12625250501002,3.387286101515964
7.9,-3.1120383232904336,0.5,3.1663326653306614,3.2625757521492633
8.0,-3.2538167762164374,0.5,3.2064128256513023,3.1378908021893803
8.1,-3.09446146266904,0.5,3.2464929859719436,3.0132842584072956
8.200000000000001,-3.5012995017197133,0.5,3.286573146292585,2.8888084905163014
8.3,-2.7060931319872896,0.5,3.3266533066132262,2.764515216040458
8.4,-3.36090560777495,0.5,3.3667334669338675,2.6404554856341194
8.5,-2.800029028046836,0.5,3.406813627254509,2.516679668853664
8.6,-3.248803190400819,0.5,3.44689378757515,2.393237440382362
8.700000000000001,-2.07714810466059,0.5,3.4869739478957915,2.2701777667091037
8.8,-2.1880618425166207,0.5,3.527054108216433,2.147548893261534
8.9,-1.6501707719324552,0.5,3.567134268537074,2.0253983319938853
9.0,-1.721199802519828,0.5,3.6072144288577155,1.9037728494296737
9.1,-1.7616590404312276,0.5,3.6472945891783564,1.782718455159165
9.200000000000001,-2.1946123880033124,0.5,3.6873747494989977,1.6622803907913617
9.3,-1.8211823486379757,0.5,3.727454909819639,1.5425031193600496
9.4,-1.294690280062849,0.5,3.7675350701402803,1.4234303151832757
9.5,-1.6999563221050158,0.5,3.8076152304609217,1.3051048541754082
9.600000000000001,-1.1623681017683956,0.5,3.847695390781563,1.1875688046107868
9.700000000000001,-1.3643924019187337,0.5,3.8877755511022043,1.0708634183377683
9.8,-1.855527262836444,0.5,3.9278557114228456,0.9550291224417625
9.9,-0.4911809395995135,0.5,3.967935871743487,0.8401055113557658
10.0,-1.1243163957331255,0.5,4.008016032064128,0.7261313394166167
10.100000000000001,-1.0737994839135,0.5,4.04809619238477,0.6131445138651135
10.200000000000001,-0.6819213401713117,0.5,4.0881763527054105,0.5011820882879151
10.3,-0.03453926419013664,0.5,4.128256513026052,0.3902802564990061
10.4,-0.24046388216386472,0.5,4.168336673346693,0.2804743468583335
10.5,-0.7671758650932131,0.5,4.208416833667335,0.17179881702506578
10.600000000000001,-0.7393806210231463,0.5,4.248496993987976,0.06428724914277069
10.700000000000001,0.41298947937668185,0.5,4.288577154308617,-0.042027654546351836
10.8,0.6382426716607519,0.5,4.328657314629258,-0.14711407566118878
10.9,0.2310977249457854,0.5,4.368737474949899,-0.25094108321854547
11.0,-0.2822461801699156,0.5,4.408817635270541,-0.35347863675039265
11.100000000000001,0.16822902080578983,0.5,4.448897795591182,-0.4546975890049727
11.200000000000001,-0.2575417666425477,0.5,4.488977955911824,-0.554569688235351
11.3,0.06688816207542525,0.5,4.529058116232465,-0.653067580079129
11.4,0.4309932692359876,0.5,4.569138276553106,-0.7501648090331732
11.5,0.8653161043817921,0.5,4.609218436873747,-0.8458358195273386
11.600000000000001,-0.015184029197201743,0.5,4.649298597194389,-0.9400559566012994
11.700000000000001,1.3965090178452966,0.5,4.68937875751503,-1.0328014661886866
11.8,0.10446686753130652,0.5,4.729458917835671,-1.1240494950129714
11.9,1.2697538810864308,0.5,4.7695390781563125,-1.2137780900994128
12.0,1.1053220703897075,0.5,4.809619238476953,-1.3019661979077766
12.100000000000001,0.41606520570950456,0.5,4.849699398797595,-1.3885936630905054
12.200000000000001,1.1268718506579782,0.5,4.889779559118236,-1.4736412268810017
12.3,0.3781701440563411,0.5,4.929859719438878,-1.5570905251171472
12.4,0.8954015410966201,0.5,4.969939879759519,-1.6389240859048082
12.5,0.5785651162246139,0.5,5.01002004008016,-1.7191253269266527
12.600000000000001,1.638513486981057,0.5,5.050100200400801,-1.7976785524013013
12.700000000000001,0.9521684208223755,0.5,5.090180360721443,-1.8745689496981794
12.8,0.8929284759396339,0.5,5.130260521042084,-1.9497825856134126
12.9,0.46776937062685997,0.5,5.170340681362725,-2.0233064023122136
13.0,0.8996469346217395,0.5,5.210420841683367,-2.095128212943305
13.100000000000001,0.60710868907011,0.5,5.2505010020040075,-2.1652366969309735
13.200000000000001,0.6010711987704205,0.5,5.290581162324649,-2.233621394950445
13.3,1.705608790326888,0.5,5.33066132264529,-2.3002727035923387
13.4,1.39803555732486,0.5,5.370741482965932,-2.3651818697220053
13.5,0.9076009562019169,0.5,5.410821643286573,-2.4283409845396564
13.600000000000001,1.4621876114589527,0.5,5.4509018036072145,-2.489742977347211
13.700000000000001,1.7624571047062043,0.5,5.490981963927855,-2.5493816090278756
13.8,1.4611599391194472,0.5,5.531062124248497,-2.6072514652445093
13.9,1.8020765016191096,0.5,5.571142284569138,-2.663347949362887
14.0,0.5712412496245358,0.5,5.611222444889779,-2.717667275106015
14.100000000000001,1.3393420898143327,0.5,5.651302605210421,-2.7702064589457014
14.200000000000001,1.6389317184006984,0.5,5.691382765531062,-2.8209633122376316
14.3,0.47367513589010546,0.5,5.731462925851703,-2.8699364331062167
14.4,1.5299657867700251,0.5,5.771543086172344,-2.9171251980855515
14.5,1.3374177625963233,0.5,5.811623246492986,-2.962529753522819
14.600000000000001,0.9460237632175725,0.5,5.851703406813627,-3.0061510067505095
14.700000000000001,1.0511587082421308,0.5,5.891783567134269,-3.0479906170339173
14.8,1.1979115438610746,0.5,5.9318637274549095,-3.0880509863002374
14.9,0.6412510138607108,0.5,5.971943887775551,-3.1263352496558356
15.0,1.362451784380878,0.5,6.012024048096192,-3.1628472656980575
15.100000000000001,0.6301017133584703,0.5,6.052104208416833,-3.1975916066281105
15.200000000000001,0.8238547921844896,0.5,6.092184368737475,-3.2305735481715043
15.3,-0.13493592540516275,0.5,6.132264529058116,-3.2617990593125086
15.4,0.5950461382638157,0.5,6.1723446893787575,-3.29127479184921
15.5,0.9053704681868866,0.5,6.212424849699398,-3.319008069775596
15.600000000000001,0.8937363377593549,0.5,6.25250501002004,-3.3450068784972284
15.700000000000001,0.05208191718537425,0.5,6.292585170340681,-3.369279853886981
15.8,0.4642002642415254,0.5,6.332665330661323,-3.391836271187359
15.9,0.840876512031826,0.5,6.372745490981964,-3.412686033765879
16.0,0.8517731823877608,0.5,6.4128256513026045,-3.4318396617299918
16.1,0.8047928861737972,0.5,6.452905811623246,-3.4493082804080184
16.2,-0.15530352251190244,0.5,6.492985971943887,-3.465103608702546
16.3,0.6428883760228847,0.5,6.533066132264529,-3.4792379473227055
16.400000000000002,-0.24924468352502233,0.5,6.57314629258517,-3.491724166901761
16.5,0.6404473083968107,0.5,6.613226452905812,-3.5025756960063656
16.6,0.3533891371782069,0.5,6.6533066132264524,-3.5118065090438817
16.7,0.12159385597581852,0.5,6.693386773547094,-3.5194311140740506
16.8,-0.4119651663291009,0.5,6.733466933867735,-3.525464540531352
16.900000000000002,-0.5123594579825647,0.5,6.773547094188377,-3.529922326864286
17.0,0.3441843502955083,0.5,6.813627254509018,-3.53282050809783
17.1,-0.2530280302675952,0.5,6.853707414829659,-3.5341756033252483
17.2,-0.613764877893332,0.5,6.8937875751503,-3.5340046031354055
17.3,-1.186359965987991,0.5,6.933867735470941,-3.5323249569817063
17.400000000000002,-0.7911878075919214,0.5,6.973947895791583,-3.529154560498703
17.5,-0.9186402513143446,0.5,7.014028056112224,-3.524511742772408
17.6,-0.7999145069847964,0.5,7.054108216432866,-3.518415253570271
17.7,-0.7199875477739444,0.5,7.0941883767535066,-3.5108842505367375
17.8,-1.3506280219916447,0.5,7.134268537074148,-3.5019382863602555
17.900000000000002,-1.1688339505026226,0.5,7.174348697394789,-3.49159729591754
18.0,-0.4075087670611782,0.5,7.214428857715431,-3.4798815834008554
18.1,-0.585134963534305,0.5,7.254509018036072,-3.4668118094340055
18.2,-0.636872000194632,0.5,7.294589178356713,-3.452408978182657
18.3,-1.4017441065141005,0.5,7.3346693386773545,-3.4366944244645996
18.400000000000002,-0.6700449987935312,0.5,7.374749498997995,-3.419689800865422
18.5,-0.3827129165377732,0.5,7.414829659318637,-3.401417064865062
18.6,-1.5162690866214255,0.5,7.454909819639278,-3.381898465980626
18.7,-1.4298706650293087,0.5,7.49498997995992,-3.3611565329307473
18.8,-0.14583746485160443,0.5,7.535070140280561,-3.3392140608267744
18.900000000000002,-1.1083819497095786,0.5,7.575150300601202,-3.316094098395915
19.0,-1.1553427976375326,0.5,7.615230460921843,-3.291819935241466
19.1,-1.168605191586185,0.5,7.655310621242485,-3.2664150891451293
19.200000000000003,-0.3207409117411345,0.5,7.695390781563126,-3.2399032934163814
19.3,-0.6490491724771341,0.5,7.735470941883767,-3.212308484293749
19.400000000000002,-0.37420071861492454,0.5,7.775551102204409,-3.1836547884027997
19.5,-1.0036820254199803,0.5,7.8156312625250495,-3.153966510275559
19.6,-1.2158724447512053,0.5,7.855711422845691,-3.1232681199359837
19.700000000000003,-0.44100044530557125,0.5,7.895791583166332,-3.0915842405560565
19.8,-0.7145948378912094,0.5,7.935871743486974,-3.058939636186961
19.900000000000002,-1.3526925428950056,0.5,7.975951903807615,-3.0253591995697375
20.0,-1.5622020645139432,0.5,8.016032064128256,-2.9908679400297182
,,,8.056112224448897,-2.955490971458969
,,,8.09619238476954,-2.9192535003908664
,,,8.13627254509018,-2.8821808141708583
,,,8.176352705410821,-2.844298269227367
,,,8.216432865731463,-2.80563127944673
,,,8.256513026052104,-2.7662053046559243
,,,8.296593186372744,-2.726045839216808
,,,8.336673346693386,-2.685178400735448
,,,8.376753507014028,-2.6436285188900976
,,,8.41683366733467,-2.601421724381195
,,,8.45691382765531,-2.558583538006752
,,,8.496993987975952,-2.515139459866363
,,,8.537074148296593,-2.471114958696995
,,,8.577154308617233,-2.4265354613435934
,,,8.617234468937875,-2.381426342367489
,,,8.657314629258517,-2.335812913795478
,,,8.697394789579159,-2.2897204150123556
,,,8.737474949899799,-2.2431740027995644
,,,8.77755511022044,-2.1961987415225854
,,,8.817635270541082,-2.148819593469578
,,,8.857715430861724,-2.1010614093436186
,,,8.897795591182364,-2.052948918910929
,,,8.937875751503006,-2.0045067218072536
,,,8.977955911823647,-1.955759278504562
,,,9.018036072144287,-1.9067309014400722
,,,9.05811623246493,-1.8574457463095675
,,,9.098196392785571,-1.807927803526845
,,,9.138276553106213,-1.7582008898510573
,,,9.178356713426853,-1.708288640183614
,,,9.218436873747494,-1.6582144995362162
,,,9.258517034068136,-1.6080017151715185
,,,9.298597194388778,-1.5576733289177989
,,,9.338677354709418,-1.5072521696589578
,,,9.37875751503006,-1.4567608460010226
,,,9.418837675350701,-1.406221739116345
,,,9.458917835671341,-1.3556569957664744
,,,9.498997995991983,-1.305088521504651
,,,9.539078156312625,-1.2545379740588405
,,,9.579158316633267,-1.2040267568960161
,,,9.619238476953907,-1.1535760129684
,,,9.659318637274549,-1.1032066186422735
,,,9.69939879759519,-1.0529391778098731
,,,9.739478957915832,-1.0027940161847886
,,,9.779559118236472,-0.9527911757812149
,,,9.819639278557114,-0.9029504095773332
,,,9.859719438877756,-0.8532911763630247
,,,9.899799599198396,-0.8038326357719625
,,,9.939879759519037,-0.7545936434981573
,,,9.97995991983968,-0.7055927466969065
,,,10.02004008016032,-0.6568481795699542
,,,10.06012024048096,-0.6083778591347165
,,,10.100200400801603,-0.5601993811772492
,,,10.140280561122244,-0.512330016388606
,,,10.180360721442886,-0.46478670668414535
,,,10.220440881763526,-0.41758606170529317
,,,10.260521042084168,-0.37074435550313567
,,,10.30060120240481,-0.3242775234032595
,,,10.34068136272545,-0.2782011590510462
,,,10.380761523046091,-0.23253051163667016
,,,10.420841683366733,-0.18728048329892832
,,,10.460921843687375,-0.14246562670697221
,,,10.501002004008015,-0.09810014281896651
,,,10.541082164328657,-0.054197878816575284
,,,10.581162324649299,-0.010772326214224009
,,,10.62124248496994,0.032163380858102004
,,,10.66132264529058,0.07459646719974994
,,,10.701402805611222,0.11651451791327312
,,,10.741482965931864,0.1579054796086327
,,,10.781563126252504,0.1987576614391979
,,,10.821643286573146,0.23905973597096328
,,,10.861723446893787,0.2788007398865251
,,,10.901803607214429,0.3179700745254093
,,,10.941883767535069,0.35655750626238414
,,,10.98196392785571,0.3945531667254261
,,,11.022044088176353,0.4319475528550624
,,,11.062124248496994,0.46873152680691854
,,,11.102204408817634,0.504896315699241
,,,11.142284569138276,0.5404335112073023
,,,11.182364729458918,0.5753350690065963
,,,11.222444889779558,0.609593308066782
,,,11.2625250501002,0.643200909798377
,,,11.302605210420841,0.6761509170542469
,,,11.342685370741483,0.7084367329879633
,,,11.382765531062123,0.7400521197711548
,,,11.422845691382765,0.7709911971719992
,,,11.462925851703407,0.8012484409970514
,,,11.503006012024048,0.8308186813986256
,,,11.543086172344688,0.8596971010499767
,,,11.58316633266533,0.8878792331906007
,,,11.623246492985972,0.9153609595439155
,,,11.663326653306612,0.9421385081097032
,,,11.703406813627254,0.9682084508336917
,,,11.743486973947896,0.993567701156624
,,,11.783567134268537,1.0182135114452795
,,,11.823647294589177,1.042143470307876
,,,11.863727454909819,1.0653554997963117
,,,11.90380761523046,1.0878478524977222
,,,11.943887775551103,1.109619108517887
,,,11.983967935871743,1.1306681723589747
,,,12.024048096192384,1.1509942696941842
,,,12.064128256513026,1.1705969440418142
,,,12.104208416833666,1.1894760533413593
,,,12.144288577154308,1.207631766434184
,,,12.18436873747495,1.2250645594513665
,,,12.224448897795591,1.2417752121113408
,,,12.264529058116231,1.2577648039299099
,,,12.304609218436873,1.273034710345276
,,,12.344689378757515,1.2875865987606956
,,,12.384769539078157,1.3014224245073993
,,,12.424849699398797,1.3145444267303965
,,,12.464929859719438,1.3269551241998243
,,,12.50501002004008,1.3386573110504485
,,,12.54509018036072,1.3496540524519844
,,,12.585170340681362,1.3599486802128566
,,,12.625250501002004,1.3695447883200453
,,,12.665330661322646,1.3784462284176482
,,,12.705410821643286,1.3866571052267855
,,,12.745490981963927,1.3941817719094924
,,,12.785571142284569,1.4010248253791842
,,,12.825651302605209,1.407191101560341
,,,12.86573146292585,1.4126856706000002
,,,12.905811623246493,1.41751383203365
,,,12.945891783567134,1.4216811099081141
,,,12.985971943887774,1.4251932478640088
,,,13.026052104208416,1.4280562041803193
,,,13.066132264529058,1.4302761467836587
,,,13.1062124248497,1.4318594482247344
,,,13.14629258517034,1.4328126806245527
,,,13.186372745490981,1.4331426105928609
,,,13.226452905811623,1.4328561941213092
,,,13.266533066132263,1.4319605714538184
,,,13.306613226452905,1.430463061936591
,,,13.346693386773547,1.4283711588502062
,,,13.386773547094188,1.4256925242262082
,,,13.426853707414828,1.4224349836505874
,,,13.46693386773547,1.41860652105651
,,,13.507014028056112,1.4142152735086646
,,,13.547094188376754,1.40926952598153
,,,13.587174348697394,1.4037777061338836
,,,13.627254509018035,1.3977483790818084
,,,13.667334669338677,1.391190242172472
,,,13.707414829659317,1.3841121197608812
,,,13.747494989979959,1.3765229579918217
,,,13.7875751503006,1.3684318195891587
,,,13.827655310621243,1.3598478786546302
,,,13.867735470941883,1.3507804154782566
,,,13.907815631262524,1.3412388113624485
,,,13.947895791583166,1.3312325434618748
,,,13.987975951903808,1.320771179641108
,,,14.028056112224448,1.309864373352052
,,,14.06813627254509,1.298521858533107
,,,14.108216432865731,1.2867534445320186
,,,14.148296593186371,1.2745690110542958
,,,14.188376753507013,1.2619785031390685
,,,14.228456913827655,1.2489919261642402
,,,14.268537074148297,1.2356193408827059
,,,14.308617234468937,1.2218708584914246
,,,14.348697394789578,1.2077566357350722
,,,14.38877755511022,1.1932868700459813
,,,14.428857715430862,1.1784717947220211
,,,14.468937875751502,1.1633216741440504
,,,14.509018036072144,1.1478467990345458
,,,14.549098196392785,1.1320574817589517
,,,14.589178356713425,1.1159640516712808
,,,14.629258517034067,1.0995768505054466
,,,14.669338677354709,1.0829062278137802
,,,14.70941883767535,1.0659625364541443
,,,14.74949899799599,1.0487561281270177
,,,14.789579158316633,1.0312973489638848
,,,14.829659318637274,1.01359653516825
,,,14.869739478957916,0.9956640087105122
,,,14.909819639278556,0.9775100730779535
,,,14.949899799599198,0.959145009081013
,,,14.98997995991984,0.9405790707170089
,,,15.03006012024048,0.9218224810924153
,,,15.070140280561121,0.9028854284047709
,,,15.110220440881763,0.8837780619852664
,,,15.150300601202405,0.8645104884029977
,,,15.190380761523045,0.8450927676318587
,,,15.230460921843687,0.8255349092809955
,,,15.270541082164328,0.8058468688897087
,,,15.31062124248497,0.7860385442876539
,,,15.35070140280561,0.7661197720211554
,,,15.390781563126252,0.7461003238464007
,,,15.430861723446894,0.7259899032902656
,,,15.470941883767534,0.7057981422794559
,,,15.511022044088175,0.6855345978386397
,,,15.551102204408817,0.6652087488581888
,,,15.591182364729459,0.6448299929321233
,,,15.631262525050099,0.6244076432668101
,,,15.67134268537074,0.6039509256609262
,,,15.711422845691382,0.5834689755571774
,,,15.751503006012024,0.5629708351662023
,,,15.791583166332664,0.5424654506630795
,,,15.831663326653306,0.521961669456805
,,,15.871743486973948,0.5014682375330757
,,,15.911823647294588,0.48099379687068233
,,,15.95190380761523,0.46054688293177687
,,,15.991983967935871,0.44013592222624554
,,,16.03206412825651,0.4197692299503872
,,,16.072144288577153,0.3994550077000541
,,,16.112224448897795,0.37920134125839616
,,,16.152304609218437,0.3590161984582908
,,,16.19238476953908,0.3389074271195334
,,,16.23246492985972,0.318882753060811
,,,16.27254509018036,0.2989497781864699
,,,16.312625250501,0.27911597864801124
,,,16.352705410821642,0.25938870308030404
,,,16.392785571142284,0.23977517091236356
,,,16.432865731462925,0.22028247075260057
,,,16.472945891783567,0.2009175588483731
,,,16.51302605210421,0.1816872576196623
,,,16.55310621242485,0.16259825426663224
,,,16.59318637274549,0.14365709945086055
,,,16.63326653306613,0.12487020604993171
,,,16.673346693386772,0.10624384798512375
,,,16.713426853707414,0.08778415912182307
,,,16.753507014028056,0.06949713224233149
,,,16.793587174348698,0.05138861809068132
,,,16.83366733466934,0.03346432448902378
,,,16.873747494989978,0.01572981552518694
,,,16.91382765531062,-0.0018094891890928718
,,,16.95390781563126,-0.01914831518972088
,,,16.993987975951903,-0.03628153376212197
,,,17.034068136272545,-0.05320416247395016
,,,17.074148296593187,-0.06991136563922197
,,,17.11422845691383,-0.0863984547144236
,,,17.154308617234467,-0.10266088862721912
,,,17.19438877755511,-0.11869427403838542
,,,17.23446893787575,-0.13449436553760277
,,,17.274549098196392,-0.15005706577380032
,,,17.314629258517034,-0.16537842552071616
,,,17.354709418837675,-0.18045464367841096
,,,17.394789579158317,-0.19528206721143448
,,,17.43486973947896,-0.20985719102441416
,,,17.474949899799597,-0.2241766577758205
,,,17.51503006012024,-0.2382372576307045
,,,17.55511022044088,-0.25203592795318025
,,,17.595190380761522,-0.26556975293951546
,,,17.635270541082164,-0.2788359631926167
,,,17.675350701402806,-0.2918319352387873
,,,17.715430861723448,-0.30455519098761186
,,,17.755511022044086,-0.3170033971358465
,,,17.795591182364728,-0.32917436451621357
,,,17.83567134268537,-0.3410660473919849
,,,17.87575150300601,-0.3526765426983107
,,,17.915831663326653,-0.36400408923118605
,,,17.955911823647295,-0.37504706678501915
,,,17.995991983967937,-0.3858039952397513
,,,18.036072144288575,-0.39627353359849155
,,,18.076152304609217,-0.4064544789766396
,,,18.11623246492986,-0.41634576554348696
,,,18.1563126252505,-0.4259464634172825
,,,18.196392785571142,-0.4352557775147711
,,,18.236472945891784,-0.4442730463562102
,,,18.276553106212425,-0.45299774082688654
,,,18.316633266533067,-0.46142946289615544
,,,18.356713426853705,-0.4695679442950291
,,,18.396793587174347,-0.4774130451533687
,,,18.43687374749499,-0.4849647525976941
,,,18.47695390781563,-0.49222317931068615
,,,18.517034068136272,-0.499188562053419
,,,18.557114228456914,-0.5058612601513823
,,,18.597194388777556,-0.5122417539453478
,,,18.637274549098194,-0.5183306432081569
,,,18.677354709418836,-0.5241286455284767
,,,18.717434869739478,-0.5296365946625976
,,,18.75751503006012,-0.5348554388553496
,,,18.79759519038076,-0.5397862391311932
,,,18.837675350701403,-0.5444301675565647
,,,18.877755511022045,-0.5487885054745382
,,,18.917835671342683,-0.5528626417128834
,,,18.957915831663325,-0.5566540707665819
,,,18.997995991983966,-0.5601643909558649
,,,19.03807615230461,-0.5633953025608512
,,,19.07815631262525,-0.5663486059338404
,,,19.118236472945892,-0.5690261995903209
,,,19.158316633266534,-0.5714300782797601
,,,19.198396793587175,-0.5735623310372219
,,,19.238476953907814,-0.5754251392168691
,,,19.278557114228455,-0.5770207745083943
,,,19.318637274549097,-0.5783515969374223
,,,19.35871743486974,-0.579420052850923
,,,19.39879759519038,-0.5802286728886631
,,,19.438877755511022,-0.5807800699417259
,,,19.478957915831664,-0.5810769370991182
,,,19.519038076152302,-0.5811220455834752
,,,19.559118236472944,-0.5809182426768749
,,,19.599198396793586,-0.5804684496377549
,,,19.639278557114228,-0.579775659609929
,,,19.67935871743487,-0.5788429355246849
,,,19.71943887775551,-0.5776734079969383
,,,19.759519038076153,-0.5762702732164094
,,,19.79959919839679,-0.574636790834783
,,,19.839679358717433,-0.5727762818497985
,,,19.879759519038075,-0.5706921264872098
,,,19.919839679358716,-0.5683877620815451
,,,19.95991983967936,-0.5658666809565848
,,,20.0,-0.5631324283064705
14.0
0.0,8.368892766468745,0.5,0.0,8.400475835487164
0.1,9.026924026059561,0.5,0.04008016032064128,8.57667031515977
0.2,8.685015990558373,0.5,0.08016032064128256,8.738124934079487
0.30000000000000004,9.656432250357412,0.5,0.12024048096192384,8.884665308910266
0.4,9.139146570121834,0.5,0.16032064128256512,9.0161419342508
0.5,9.108397978165668,0.5,0.2004008016032064,9.13243028000141
0.6000000000000001,9.185264639627174,0.5,0.24048096192384769,9.233430848181808
0.7000000000000001,9.768749457262533,0.5,0.280561122244489,9.319069189340343
0.8,8.314360004795745,0.5,0.32064128256513025,9.389295878759102
0.9,8.756683674926684,0.5,0.3607214428857715,9.444086452722528
1.0,7.820299379829149,0.5,0.4008016032064128,9.483441305179642
1.1,8.220419030209518,0.5,0.4408817635270541,9.507385545191443
1.2000000000000002,7.833310298559355,0.5,0.48096192384769537,9.51596881561566
1.3,7.1165561167426405,0.5,0.5210420841683366,9.509265073540513
1.4000000000000001,6.250350291204377,0.5,0.561122244488978,9.48737233303747
1.5,4.835110239735369,0.5,0.6012024048096192,9.450412370860038
1.6,4.826185356084838,0.5,0.6412825651302605,9.398530395771456
1.7000000000000002,4.116082751496343,0.5,0.6813627254509018,9.33189468223841
